annual_income,age,total_debt,debt_to_income,credit_utilization,num_open_accounts,num_late_payments_2yrs,years_credit_history,loan_amount_requested,employment_years,creditworthy
12000.0,29,17181.37,1.4318,0.1981,5,2,10.71,19751.21,6.16,0
49067.85,57,18533.03,0.3777,0.0974,7,2,5.42,22453.73,2.35,0
59826.44,50,19483.84,0.3257,0.2291,0,0,9.16,500.0,5.8,1
31979.72,39,11849.09,0.3705,0.0398,0,0,12.42,6391.47,6.95,1
62726.47,36,30376.6,0.4843,0.4155,2,1,12.98,4739.46,2.11,0
50910.58,44,0.0,0.0,0.1685,3,0,20.06,24228.91,2.25,1
90109.51,64,9946.44,0.1104,0.3081,1,0,12.1,18444.33,6.65,1
86460.39,41,20375.17,0.2357,0.3619,7,0,6.75,21043.65,1.56,1
45683.89,56,20486.7,0.4484,0.1708,5,0,7.36,3320.41,8.95,0
51983.25,60,31233.11,0.6008,0.3203,6,4,4.92,13060.55,3.13,0
53521.05,59,29378.7,0.5489,0.2221,5,1,19.58,500.0,5.45,1
45966.81,26,11573.5,0.2518,0.2056,5,0,8.89,3181.53,5.17,0
58900.5,25,30598.45,0.5195,0.2999,4,0,10.28,12988.23,5.47,0
39834.36,34,6431.5,0.1615,0.1979,6,1,9.3,13773.66,6.59,1
32387.69,62,26170.65,0.808,0.5835,5,1,9.24,15146.85,4.53,0
67454.22,24,36726.27,0.5445,0.0883,2,4,18.43,6797.73,2.34,1
67590.59,28,29579.33,0.4376,0.2533,5,2,5.48,15402.98,6.77,1
38913.68,44,16269.24,0.4181,0.1043,4,0,4.67,12036.89,4.44,0
72907.11,31,11018.65,0.1511,0.6939,6,0,7.19,24560.26,4.73,1
42368.45,37,0.0,0.0,0.5463,3,0,11.08,8587.05,1.53,1
60063.3,41,18726.48,0.3118,0.5173,4,1,13.57,500.0,6.2,0
71406.88,46,1617.39,0.0227,0.0205,10,1,5.05,16934.19,6.74,1
54327.75,63,5482.38,0.1009,0.3416,3,1,1.35,14686.79,2.43,0
64094.82,64,711.05,0.0111,0.24,5,1,5.84,4881.22,2.38,1
44671.41,47,9475.29,0.2121,0.4613,7,1,11.66,9387.99,1.39,0
51070.67,36,14664.37,0.2871,0.266,3,0,5.03,13551.42,5.69,1
50882.81,46,18283.37,0.3593,0.2183,3,0,7.99,8964.81,5.19,1
40068.43,53,7793.92,0.1945,0.3687,5,0,10.84,3116.41,7.0,0
51464.52,51,27831.4,0.5408,0.4055,6,0,9.61,10402.33,7.25,0
24027.63,26,12501.54,0.5203,0.2667,0,1,4.06,19074.67,5.07,0
45176.93,64,5547.33,0.1228,0.4185,7,1,10.19,9107.05,6.84,0
49302.49,28,17715.51,0.3593,0.2436,0,2,13.72,13694.08,3.31,1
49876.4,27,38562.63,0.7732,0.3455,7,1,2.38,10548.26,5.94,0
50170.05,54,19021.93,0.3791,0.6736,9,0,8.0,2119.46,1.76,0
53764.72,64,10645.73,0.198,0.2617,4,0,13.19,11149.1,6.36,1
64588.83,34,0.0,0.0,0.4361,4,2,11.83,8438.0,7.9,1
72490.34,36,12367.05,0.1706,0.3861,6,2,10.25,18068.18,4.81,1
42004.7,63,17819.14,0.4242,0.213,5,4,9.96,21882.67,9.56,0
30935.98,29,10349.03,0.3345,0.3023,3,0,11.19,19053.56,4.31,0
34159.11,30,0.0,0.0,0.1853,4,0,8.86,6118.65,4.13,1
45255.94,37,4793.22,0.1059,0.1663,6,1,5.25,2697.58,6.31,1
47961.57,32,32454.46,0.6767,0.2339,2,1,4.62,500.0,4.64,0
39600.08,26,32208.01,0.8133,0.1027,2,2,8.65,13354.91,8.75,0
29077.67,39,4360.33,0.15,0.3729,6,0,10.96,6326.67,6.21,1
45877.58,63,23073.08,0.5029,0.2468,3,1,12.29,3096.56,1.71,0
58628.53,61,857.13,0.0146,0.656,4,3,14.24,27695.12,3.45,1
66900.59,49,31851.8,0.4761,0.164,2,0,5.13,15889.72,3.99,1
43851.54,26,17942.83,0.4092,0.541,2,1,11.93,14689.41,9.46,0
46740.04,45,26395.7,0.5647,0.7383,4,0,7.15,14290.2,1.83,0
36466.03,44,0.0,0.0,0.3439,3,0,4.6,24950.2,2.11,1
54371.22,45,23131.65,0.4254,0.2331,5,1,8.37,10663.7,3.63,0
38031.43,36,14907.91,0.392,0.2688,4,1,11.31,16942.57,4.96,1
66462.56,36,25223.15,0.3795,0.4328,5,1,6.33,19227.14,6.12,0
19282.67,26,25978.41,1.3472,0.3258,2,1,11.25,26861.94,6.18,0
47807.41,57,15789.42,0.3303,0.0861,6,0,17.42,11988.24,18.07,1
61022.15,41,7790.04,0.1277,0.1103,4,2,9.86,21876.82,5.43,1
58676.69,24,24356.35,0.4151,0.6003,3,1,14.47,500.0,7.25,0
108860.67,54,14278.15,0.1312,0.0533,3,0,13.77,28939.15,0.66,1
61996.0,48,4526.58,0.073,0.1657,3,0,6.59,15380.86,2.44,0
34918.91,58,3958.17,0.1134,0.5515,4,1,4.28,18042.12,8.3,1
53090.72,61,0.0,0.0,0.2889,6,0,8.09,1728.92,10.83,1
19475.07,48,8876.51,0.4558,0.561,6,0,10.4,1211.35,2.37,0
53388.01,37,28232.3,0.5288,0.3554,1,0,13.49,6830.64,4.69,0
38338.88,34,17133.96,0.4469,0.1899,5,0,7.58,12158.44,4.82,0
73307.81,27,8642.79,0.1179,0.2695,3,3,6.88,9963.94,8.38,1
44009.19,42,24658.27,0.5603,0.089,2,2,6.82,8720.15,9.31,0
52664.68,21,5010.28,0.0951,0.3239,4,2,11.28,10424.69,12.34,1
42288.84,49,16144.2,0.3818,0.3333,4,2,6.86,500.0,4.0,0
89777.03,51,12844.44,0.1431,0.0142,3,2,6.31,15412.1,4.77,1
48575.14,50,24349.57,0.5013,0.1055,6,1,10.04,10641.31,9.91,1
91651.14,35,0.0,0.0,0.0487,3,4,10.64,19608.86,4.91,1
71283.04,38,4797.63,0.0673,0.4059,3,1,8.34,8192.92,4.23,1
64641.33,55,0.0,0.0,0.4947,3,2,12.1,9023.82,8.68,1
62374.66,50,11884.84,0.1905,0.1221,3,1,15.11,13264.69,4.31,0
62875.95,54,29537.13,0.4698,0.0086,5,0,11.89,17472.21,5.77,0
16446.55,62,8934.63,0.5433,0.3658,1,3,12.63,21205.23,6.23,0
49422.33,31,8871.79,0.1795,0.3012,2,2,2.24,11674.53,4.18,0
71903.16,47,25460.69,0.3541,0.47,5,0,29.4,15428.44,0.58,1
54022.06,44,27822.59,0.515,0.2131,2,1,11.4,12264.56,5.91,1
26896.2,55,13937.15,0.5182,0.285,3,1,7.61,9649.0,8.54,0
53951.91,59,23216.58,0.4303,0.121,9,5,9.37,500.0,0.81,1
89082.11,28,2076.55,0.0233,0.5407,2,0,5.42,13647.45,6.66,1
79937.83,38,31535.69,0.3945,0.529,5,2,13.76,4714.62,2.24,1
53759.92,33,40784.48,0.7586,0.566,3,1,3.66,18965.95,7.92,0
74028.99,44,21254.59,0.2871,0.2232,3,4,6.0,5054.97,6.88,0
47669.86,43,0.0,0.0,0.3039,8,2,4.46,7454.27,2.8,0
20922.57,32,8301.24,0.3968,0.0392,2,1,13.31,5424.47,3.71,1
36510.68,50,22353.9,0.6123,0.1929,2,1,13.39,16265.93,2.49,0
86257.78,51,9942.2,0.1153,0.1067,9,0,4.94,9574.23,3.56,1
49520.14,48,30266.38,0.6112,0.3009,3,2,12.76,16546.76,4.91,0
50132.32,42,22057.89,0.44,0.3955,1,0,20.3,500.0,10.76,0
49003.24,64,6522.29,0.1331,0.3725,5,2,9.32,27953.22,15.95,0
93082.73,48,15387.18,0.1653,0.346,2,1,8.68,3917.49,1.66,0
87519.18,33,4274.0,0.0488,0.348,5,1,15.61,18149.43,2.91,1
99375.6,45,12808.98,0.1289,0.3694,5,0,5.4,15999.62,11.38,1
51819.1,64,8344.88,0.161,0.3038,7,0,11.94,17693.38,1.33,1
60912.49,27,29097.14,0.4777,0.189,3,4,8.82,5457.59,4.26,0
24667.15,26,40392.14,1.6375,0.108,3,0,3.11,9288.25,5.63,0
84538.69,44,0.0,0.0,0.3513,8,2,20.77,15186.97,3.56,1
31644.41,39,0.0,0.0,0.0843,2,1,21.41,12031.6,8.5,1
59335.51,39,12057.93,0.2032,0.3702,4,2,14.36,4725.29,1.7,1
33053.95,56,0.0,0.0,0.4867,7,2,2.53,16586.91,8.61,1
43222.66,29,15554.54,0.3599,0.166,4,0,7.37,30269.77,3.43,0
38254.75,56,23987.23,0.627,0.3431,0,0,6.03,8625.96,5.05,0
42842.49,58,32929.7,0.7686,0.5171,2,0,1.52,15905.18,2.73,0
44217.55,60,17416.73,0.3939,0.0548,7,3,10.73,13822.86,5.43,1
44034.62,49,12682.14,0.288,0.1723,2,4,10.63,9033.61,6.46,1
71666.68,44,0.0,0.0,0.1393,4,0,11.86,18450.27,2.78,1
32902.74,25,15314.22,0.4654,0.2165,3,2,5.53,18340.96,10.7,0
59410.83,62,15855.45,0.2669,0.3646,7,3,19.14,7601.49,3.44,0
79359.18,46,22667.48,0.2856,0.4351,2,0,6.13,23463.96,6.68,0
44736.07,34,6498.14,0.1453,0.0497,4,3,12.32,12085.42,7.47,0
40641.62,59,9779.37,0.2406,0.2662,3,0,11.13,20604.47,6.38,1
50389.51,49,0.0,0.0,0.0499,3,0,7.42,14754.68,11.36,1
78594.5,26,0.0,0.0,0.6402,2,2,4.52,12316.66,7.71,0
58882.15,27,1698.03,0.0288,0.6364,5,4,4.5,11933.54,5.14,1
44375.71,57,0.0,0.0,0.2144,5,1,1.71,17409.68,6.3,0
64677.53,38,19040.55,0.2944,0.076,4,0,3.68,3200.54,5.12,1
32954.16,43,8782.39,0.2665,0.1964,2,2,11.51,14970.61,5.53,0
68627.19,64,8541.15,0.1245,0.0654,1,0,8.94,22481.74,11.45,1
63172.15,58,3187.04,0.0505,0.2959,1,1,14.04,16084.64,1.06,1
48843.83,21,0.0,0.0,0.2744,2,0,14.95,500.0,4.08,1
38228.28,24,33099.73,0.8658,0.4142,4,1,12.6,935.65,4.45,0
37266.38,64,2996.75,0.0804,0.1649,5,2,7.63,12168.08,4.02,0
65696.35,55,10050.96,0.153,0.158,3,3,5.57,5704.43,3.31,1
79579.61,43,0.0,0.0,0.1626,2,0,4.02,19117.4,8.31,1
42253.85,47,26663.16,0.631,0.1503,5,3,9.29,8206.09,2.47,0
64167.73,46,16721.15,0.2606,0.3032,3,2,3.78,16410.53,4.11,1
13259.46,28,5083.62,0.3834,0.3802,4,1,8.44,27514.93,5.22,0
43307.65,63,10293.24,0.2377,0.3622,4,0,24.69,12184.12,2.18,0
54378.82,36,35138.16,0.6462,0.4643,7,4,21.58,3905.52,1.11,0
36806.33,61,14124.37,0.3837,0.3275,5,0,10.97,15166.64,3.47,0
36269.87,23,12819.2,0.3534,0.2219,3,1,6.75,14261.86,9.98,0
41644.41,52,3703.42,0.0889,0.5745,2,2,15.08,14000.25,5.24,1
60843.85,25,0.0,0.0,0.3595,5,1,14.88,22944.22,10.28,1
51253.42,40,13079.54,0.2552,0.0645,3,3,10.52,2510.7,2.92,1
12000.0,34,18905.82,1.5755,0.4809,2,2,22.84,19995.9,2.49,0
12586.0,52,28195.01,2.2402,0.0774,6,2,10.68,7150.5,2.0,0
42862.7,46,0.0,0.0,0.1553,1,1,15.95,23044.74,5.44,1
64153.73,26,1498.84,0.0234,0.4319,2,0,6.33,500.0,10.21,1
12000.0,56,8031.11,0.6693,0.234,7,0,21.88,29844.94,4.15,0
45005.4,60,14958.23,0.3324,0.1283,3,0,6.29,9833.43,6.36,0
44475.04,25,13259.6,0.2981,0.1914,2,1,7.11,2317.77,6.8,0
82766.76,33,13539.74,0.1636,0.4561,5,0,3.65,19260.38,7.09,1
47299.56,52,19897.15,0.4207,0.1535,4,1,5.85,16093.13,0.66,1
62659.78,36,4160.48,0.0664,0.1896,4,1,13.1,15625.51,5.29,1
57825.14,21,26209.7,0.4533,0.6937,6,1,6.57,19436.79,5.01,0
12388.67,33,20201.43,1.6306,0.2324,3,0,6.02,12291.14,0.89,0
70364.14,31,11162.01,0.1586,0.1591,5,2,8.94,9659.52,6.98,1
59307.93,28,34210.9,0.5768,0.6483,5,0,4.59,2724.87,7.29,0
65165.37,45,33676.99,0.5168,0.3624,3,2,15.27,11089.19,4.23,1
133524.75,60,26194.74,0.1962,0.5066,7,1,8.25,7908.43,1.67,1
13317.74,52,0.0,0.0,0.2411,3,2,5.54,11933.08,0.97,0
89493.93,44,33947.34,0.3793,0.3395,4,1,23.72,12903.4,8.01,1
49251.05,48,24537.1,0.4982,0.582,5,0,3.47,25898.99,3.27,0
60746.58,34,39076.9,0.6433,0.4643,5,1,9.62,6021.5,8.7,0
54089.76,23,29849.58,0.5519,0.3679,7,1,9.65,10871.57,4.99,1
46515.27,56,33940.11,0.7297,0.1867,4,0,14.3,8516.73,4.02,0
43603.34,47,25543.86,0.5858,0.2674,6,2,11.45,776.89,2.29,0
61590.17,40,31184.32,0.5063,0.3862,3,2,12.52,35293.83,3.63,0
24656.53,35,38929.48,1.5789,0.188,4,2,17.54,4510.98,7.42,0
70011.58,47,17598.66,0.2514,0.1832,5,1,9.41,14955.2,8.03,1
46676.11,61,0.0,0.0,0.4367,2,1,15.44,25601.74,4.99,1
32398.61,48,11310.47,0.3491,0.4354,6,0,5.46,2084.96,7.24,0
45999.74,45,19679.35,0.4278,0.2578,2,2,12.95,19008.48,7.98,0
80142.98,62,15898.65,0.1984,0.1477,5,1,13.48,500.0,8.05,0
44293.3,64,41.26,0.0009,0.5208,4,0,6.56,5580.8,5.1,0
62169.07,53,0.0,0.0,0.3473,4,3,9.74,16490.53,4.04,0
40380.87,34,6106.05,0.1512,0.143,1,0,13.24,9818.23,9.03,1
70158.44,28,24692.87,0.352,0.6819,1,0,12.32,23636.15,7.98,1
68710.15,34,33964.08,0.4943,0.4106,3,3,15.32,13028.04,4.49,0
91972.18,21,25998.81,0.2827,0.1468,4,3,5.39,16167.97,6.55,1
51488.72,36,27689.13,0.5378,0.1582,3,0,15.69,6481.16,5.93,0
68373.1,38,14030.21,0.2052,0.1711,2,1,4.2,3691.7,5.32,0
56961.35,27,0.0,0.0,0.3359,7,2,10.39,2752.35,5.39,1
80917.44,35,9537.35,0.1179,0.1644,10,1,8.55,4520.43,2.96,1
40623.35,44,11894.83,0.2928,0.35,2,1,19.2,6440.42,13.99,1
69900.11,33,9035.37,0.1293,0.3576,6,1,11.23,21256.8,3.18,1
51106.05,29,15656.34,0.3063,0.1298,2,1,5.34,15227.22,5.57,1
53716.24,35,20297.04,0.3779,0.2246,2,1,3.74,1778.15,11.71,1
56835.05,55,25236.18,0.444,0.1995,3,0,12.32,8705.06,9.43,0
60044.81,44,11662.56,0.1942,0.2461,6,3,4.16,11757.13,2.87,1
52675.42,53,0.0,0.0,0.1285,3,3,5.85,35467.62,5.0,0
59294.26,36,9205.47,0.1553,0.1749,6,2,9.57,12068.63,7.13,1
86562.36,28,15524.52,0.1793,0.1363,7,1,6.53,15629.03,5.56,1
74708.99,49,29673.7,0.3972,0.2905,5,1,8.53,4061.07,3.18,1
72383.09,43,8186.31,0.1131,0.2349,4,2,8.21,17765.19,7.76,1
45889.21,51,21150.52,0.4609,0.5382,1,0,10.41,23043.59,9.52,0
37215.18,60,18481.05,0.4966,0.5225,4,3,10.96,10793.43,4.55,0
74106.01,34,15526.81,0.2095,0.2903,2,3,9.24,16923.97,5.12,1
72520.94,50,26166.4,0.3608,0.4216,4,1,9.78,16603.84,3.02,1
84453.41,59,7069.91,0.0837,0.3382,4,0,12.31,12555.63,7.56,1
42920.39,47,8097.76,0.1887,0.1256,3,1,6.61,22327.75,3.57,1
50409.03,36,14857.19,0.2947,0.2089,6,0,7.14,5610.49,6.44,0
22210.32,26,7318.24,0.3295,0.2525,1,1,16.63,5022.59,16.3,1
47150.58,53,21096.15,0.4474,0.3166,2,0,7.04,12035.6,8.83,1
74931.41,64,6441.69,0.086,0.2588,5,1,18.24,9013.28,6.32,1
45670.09,38,17715.65,0.3879,0.3884,7,0,13.99,500.0,3.33,0
67809.6,36,13797.93,0.2035,0.1513,6,1,5.55,6149.31,3.4,1
51189.94,32,17579.11,0.3434,0.5712,6,0,15.04,500.0,6.15,0
61481.14,40,9483.1,0.1542,0.3445,2,1,25.51,9435.18,5.1,1
32046.17,60,10930.94,0.3411,0.41,1,2,11.54,17705.87,1.86,0
56704.19,49,16152.11,0.2848,0.0718,5,0,10.77,12433.13,2.71,0
12000.0,50,17424.89,1.4521,0.3337,5,2,14.27,13067.45,16.03,0
51262.08,46,14949.58,0.2916,0.5796,5,1,15.19,10755.52,4.97,1
22390.54,42,35464.35,1.5839,0.1574,0,2,8.88,13693.46,7.78,0
79119.89,53,3111.16,0.0393,0.3194,6,2,6.72,34599.46,2.49,1
70548.15,59,14229.55,0.2017,0.2869,4,2,3.27,9182.91,0.98,1
64333.42,49,0.0,0.0,0.2519,7,1,6.79,11893.95,19.86,1
85420.12,42,19464.98,0.2279,0.2659,4,3,7.21,5083.74,8.89,1
36021.67,33,1617.04,0.0449,0.0925,6,1,14.04,500.0,11.47,0
89947.26,29,11660.28,0.1296,0.3771,5,1,10.82,14124.26,3.86,1
73643.83,44,10535.23,0.1431,0.1625,7,1,16.38,21053.95,4.79,1
50268.89,35,18370.69,0.3654,0.3745,2,1,7.33,30560.38,3.78,1
77712.4,56,8366.51,0.1077,0.4486,1,2,11.85,10499.66,4.91,0
32874.13,33,7856.33,0.239,0.173,6,2,3.18,9926.57,9.45,1
38509.72,47,32230.28,0.8369,0.3057,5,0,12.42,19484.29,3.63,0
42828.21,64,18414.8,0.43,0.6685,5,2,9.88,25697.55,4.78,0
44420.45,57,8267.39,0.1861,0.3174,4,3,8.41,2114.18,4.39,0
33868.85,27,11990.0,0.354,0.2571,11,0,6.8,17316.49,7.45,0
79461.66,28,34744.26,0.4372,0.1928,5,2,19.6,26622.83,2.87,0
49822.91,57,12178.02,0.2444,0.2812,7,2,4.19,10008.38,3.45,0
62050.1,61,6728.68,0.1084,0.0898,6,3,7.8,2734.82,10.51,1
43592.97,34,6780.05,0.1555,0.3158,6,2,7.59,18281.67,13.08,1
18587.93,32,8410.48,0.4525,0.2733,2,1,7.06,1235.8,11.15,0
60401.15,56,7866.03,0.1302,0.1515,2,0,8.77,21522.61,5.05,0
16754.9,60,0.0,0.0,0.0988,7,2,14.36,27925.37,14.82,1
53627.32,37,1509.6,0.0281,0.1785,4,3,14.77,7999.07,6.2,0
27633.7,60,5048.16,0.1827,0.1298,3,1,17.84,25264.29,3.45,1
94745.52,49,22098.85,0.2332,0.3539,6,1,8.82,17050.19,5.03,1
73227.25,47,10425.15,0.1424,0.0527,7,0,22.77,23087.69,1.7,1
57115.08,21,12514.06,0.2191,0.0767,2,3,11.92,6801.01,2.64,0
80274.13,54,30241.06,0.3767,0.4506,1,0,4.68,16987.28,4.37,0
38073.68,24,30540.09,0.8021,0.1848,3,1,4.27,13937.47,10.05,0
65869.59,44,11614.5,0.1763,0.4038,1,1,13.21,5715.01,10.28,1
58996.21,41,7429.64,0.1259,0.0973,4,1,5.25,9184.52,5.48,0
60280.4,53,4626.84,0.0768,0.5164,0,1,14.9,16608.95,3.44,0
80447.07,27,23313.31,0.2898,0.3144,3,2,7.14,3000.58,8.9,1
69649.84,21,12543.51,0.1801,0.3216,2,2,12.71,2388.4,1.79,0
60774.47,61,10362.06,0.1705,0.2503,2,0,16.19,1783.36,3.19,1
21902.25,23,5236.03,0.2391,0.1253,3,1,18.54,5794.48,2.52,1
35799.07,64,5764.0,0.161,0.2202,7,4,6.18,14290.3,6.63,0
52545.82,35,18840.7,0.3586,0.3931,3,0,13.66,7947.67,12.07,1
56867.45,51,0.0,0.0,0.1701,4,0,6.05,22221.55,4.7,1
32395.93,36,26938.42,0.8315,0.0598,8,0,6.75,500.0,5.61,0
103233.53,30,8593.86,0.0832,0.2514,1,2,3.48,16104.8,6.52,1
85327.88,49,13204.37,0.1547,0.1767,5,1,10.57,9064.3,3.29,1
67042.37,26,0.0,0.0,0.3552,2,0,10.98,11161.82,6.7,1
56440.74,49,14851.61,0.2631,0.3306,8,1,8.33,17475.0,15.47,1
50755.82,37,11060.15,0.2179,0.1129,9,2,5.03,500.0,9.52,1
35961.63,42,14399.03,0.4004,0.3769,5,1,6.43,500.0,10.62,1
56549.61,44,32660.51,0.5776,0.3656,3,3,13.93,11498.68,5.13,0
60155.05,37,17132.38,0.2848,0.4304,1,2,8.44,10220.05,1.98,1
30164.79,41,5464.09,0.1811,0.4022,9,0,12.12,575.01,10.04,1
61683.53,31,6464.16,0.1048,0.3905,4,0,4.45,28041.5,8.62,0
51894.82,27,22141.57,0.4267,0.4904,2,0,15.75,2731.25,2.96,1
16843.85,62,30584.32,1.8158,0.5442,2,2,18.54,7741.6,2.78,0
37792.3,59,18383.02,0.4864,0.3085,6,0,22.56,21200.0,0.67,0
46727.89,25,23264.55,0.4979,0.3461,4,0,12.0,6599.29,0.58,1
92753.75,64,22316.85,0.2406,0.1809,0,0,19.18,5057.21,27.9,1
66131.06,41,32028.77,0.4843,0.0963,2,1,3.86,15112.53,15.02,0
28290.37,38,0.0,0.0,0.357,4,1,6.96,6055.16,4.05,0
64720.73,55,23006.63,0.3555,0.3491,3,0,12.27,15158.78,5.81,1
24053.92,40,26804.83,1.1144,0.3211,2,0,14.24,16104.61,5.34,0
76653.82,35,0.0,0.0,0.4869,3,0,7.36,15034.09,5.66,1
45577.51,25,4371.98,0.0959,0.0579,3,0,1.92,21431.77,4.48,0
53127.28,33,4790.61,0.0902,0.3908,3,2,4.76,8913.12,2.02,0
81515.93,32,6254.52,0.0767,0.1147,2,1,6.62,7967.56,16.84,1
29256.73,41,9219.4,0.3151,0.3731,1,0,8.94,11315.77,7.42,0
27057.64,57,17911.23,0.662,0.0591,6,0,6.99,500.0,4.0,0
43328.01,26,25388.1,0.586,0.3315,4,0,9.1,13709.46,15.17,0
75767.58,27,27975.8,0.3692,0.7052,3,1,12.01,9362.87,11.04,0
24613.08,46,4946.12,0.201,0.2119,5,1,2.99,15059.65,14.64,1
12000.0,62,4863.56,0.4053,0.1794,2,2,10.43,4829.43,10.02,0
45976.82,28,30789.86,0.6697,0.4462,7,2,17.38,22762.25,4.33,0
66034.82,29,22760.93,0.3447,0.3755,0,3,7.99,10337.94,6.44,0
79005.23,47,15994.38,0.2024,0.1747,7,3,5.8,18684.48,7.15,0
45736.77,24,20680.04,0.4522,0.3041,5,3,9.21,7940.06,7.86,0
46771.47,41,14642.35,0.3131,0.3007,9,0,19.84,15733.53,5.69,1
78078.01,51,21295.02,0.2727,0.3897,4,1,9.65,500.0,6.59,0
17605.17,41,10967.2,0.623,0.4592,2,2,4.32,500.0,3.11,0
47229.58,60,18225.66,0.3859,0.3603,5,1,7.23,10344.66,9.87,1
58808.48,45,0.0,0.0,0.3504,5,0,10.26,11839.0,3.61,1
63984.37,59,6746.59,0.1054,0.2127,4,1,11.4,11230.52,1.44,1
44803.87,35,6875.87,0.1535,0.6011,3,2,11.17,9686.38,4.03,0
55688.82,55,10507.32,0.1887,0.2832,9,2,7.0,8787.37,2.02,0
12000.0,63,3881.84,0.3235,0.3507,7,1,7.45,17402.92,3.79,1
41835.03,61,8597.48,0.2055,0.4655,3,2,11.83,26271.15,5.57,1
64070.17,57,0.0,0.0,0.2336,7,1,10.73,32699.29,6.2,1
35354.12,62,21584.41,0.6105,0.3534,5,0,12.34,20756.0,5.34,0
56179.68,48,14009.84,0.2494,0.3403,5,1,13.75,500.0,5.05,1
63937.45,34,0.0,0.0,0.6265,3,1,12.41,20407.13,3.14,1
48149.02,24,4982.04,0.1035,0.1367,5,4,10.49,20305.29,8.2,1
58409.28,40,19039.22,0.326,0.0776,4,3,3.99,11193.95,9.38,1
35745.35,54,8483.74,0.2373,0.2788,4,1,8.01,19417.9,11.02,0
50867.77,32,6636.7,0.1305,0.2933,3,1,4.67,14881.29,2.41,0
67204.32,53,14104.89,0.2099,0.0339,4,3,10.72,11882.1,13.23,1
58139.46,44,19123.17,0.3289,0.3263,5,1,4.82,14025.97,2.67,0
43269.37,40,0.0,0.0,0.0386,4,0,13.6,7567.22,8.16,1
59484.33,25,21601.54,0.3631,0.2415,5,4,12.53,500.0,12.75,0
69292.2,58,5396.48,0.0779,0.3856,1,0,8.34,500.0,4.37,0
14001.17,50,14784.86,1.056,0.1136,4,5,9.79,19335.74,1.96,0
78181.48,44,14574.96,0.1864,0.3595,5,1,18.95,3793.51,5.73,1
48274.91,63,8675.21,0.1797,0.2252,0,3,10.21,500.0,4.23,0
63509.8,60,2716.08,0.0428,0.2963,6,0,10.03,500.0,7.13,1
78944.94,27,11571.76,0.1466,0.3576,6,0,6.36,8191.48,5.41,0
27566.53,56,34503.96,1.2517,0.2641,2,2,18.87,24127.02,4.93,0
40811.18,58,0.0,0.0,0.3836,1,1,10.23,10838.93,5.81,0
49229.03,36,35307.76,0.7172,0.3443,9,1,3.88,550.99,4.72,1
39324.93,35,11883.35,0.3022,0.4247,4,1,15.33,23853.76,3.88,0
89698.73,43,15424.46,0.172,0.045,6,0,2.68,14612.79,4.36,0
37864.56,32,1959.47,0.0517,0.5125,4,0,17.35,9227.87,16.25,1
43889.06,49,5744.77,0.1309,0.2682,2,1,15.29,15883.65,7.92,1
59087.78,64,8965.08,0.1517,0.1525,4,0,8.97,12093.39,1.49,1
30957.01,35,2451.66,0.0792,0.1168,2,0,16.35,6261.19,8.79,1
47086.39,49,12492.98,0.2653,0.1627,4,1,3.08,7626.19,9.14,1
61349.07,63,10115.81,0.1649,0.308,4,1,18.82,2105.11,8.57,1
48342.79,41,37209.37,0.7697,0.1914,4,4,3.94,8242.25,6.19,0
53132.26,35,1008.31,0.019,0.4361,7,1,7.71,19442.78,7.35,1
44413.36,34,16232.29,0.3655,0.1345,5,0,16.35,19223.64,2.5,0
24710.59,62,17974.16,0.7274,0.3408,5,0,14.83,10592.77,7.41,0
61431.86,64,2156.15,0.0351,0.389,5,1,13.68,10680.53,8.23,1
90098.66,36,23241.93,0.258,0.3436,3,0,6.82,3732.11,5.52,1
55368.03,35,10220.08,0.1846,0.2226,3,1,12.81,15167.88,4.2,1
59505.28,62,0.0,0.0,0.1787,5,1,21.91,933.66,2.75,1
68854.46,24,22918.2,0.3328,0.3796,3,0,11.74,18654.02,2.18,0
29613.39,47,1596.71,0.0539,0.2024,5,1,10.4,15349.47,9.09,1
89050.29,43,2426.7,0.0273,0.2109,5,2,14.25,9878.65,0.78,1
59046.58,49,23254.82,0.3938,0.2026,3,1,20.29,15483.68,3.85,1
87637.14,61,10834.06,0.1236,0.4468,3,3,7.86,9270.39,3.7,1
40339.34,29,26013.27,0.6449,0.3967,4,1,9.01,13509.52,9.21,0
91361.24,63,29521.99,0.3231,0.0719,6,2,13.11,13718.84,3.85,1
70503.11,63,7260.86,0.103,0.3781,5,0,8.85,21332.87,7.41,0
66060.8,27,24519.15,0.3712,0.0685,6,0,4.61,15915.46,2.78,0
59680.49,62,5934.47,0.0994,0.2618,5,2,8.66,20389.15,4.23,1
50029.43,24,41797.39,0.8355,0.3978,3,0,12.14,15145.16,8.35,1
79010.63,25,6684.52,0.0846,0.2369,4,0,4.89,11541.18,2.27,1
57807.2,25,27313.05,0.4725,0.035,3,0,4.62,16118.37,3.39,0
15658.61,31,25125.48,1.6046,0.4979,3,3,10.05,14759.4,5.95,0
32656.27,61,18793.05,0.5755,0.4495,4,1,6.31,9110.24,2.72,0
51283.08,48,6953.48,0.1356,0.2775,2,1,25.09,738.84,10.34,1
61199.98,36,13183.23,0.2154,0.2982,6,2,9.67,7822.11,0.8,1
53868.23,61,0.0,0.0,0.4126,4,3,8.2,7762.83,7.28,1
